Date,Time,Currency,News,Impact,Forecast,Previous,Direction
4/27/2018,3:30,GBP,GDP (y/y),high,1.40%,1.40%,1
4/27/2018,9:00,USD,UoM Consumer Sentiment Index,high,98,97.8,1
5/1/2018,9:00,USD,ISM Manufacturing,high,58.4,59.3,1
5/2/2018,4:00,EUR,GDP (SA) (q/q),high,0.40%,0.7%*,1
5/2/2018,4:00,EUR,GDP (SA) (y/y),high,2.50%,2.8%*,1
5/2/2018,7:15,USD,ADP National Employment Report,high,198.0k,228.0k*,1
5/2/2018,13:00,USD,Federal Funds Rate,high,1.75%,1.75%,-1
5/3/2018,9:00,USD,ISM Non-Manufacturing,high,58,58.8,1
5/4/2018,7:30,USD,Unemployment Rate,high,4.00%,4.10%,-1
5/4/2018,7:30,USD,Average Hourly Earnings (m/m),high,0.20%,0.2%*,1
5/4/2018,7:30,USD,Nonfarm Payrolls,high,192.0k,135.0k*,1
5/4/2018,7:30,USD,Private Payrolls,high,190.0k,135.0k*,1
5/9/2018,7:30,USD,PPI (m/m),high,0.20%,0.30%,1
5/10/2018,3:30,GBP,Manufacturing Production (y/y),high,2.90%,2.50%,1
5/10/2018,6:00,GBP,BoE Bank Rate,high,0.50%,0.50%,-1
5/10/2018,6:00,GBP,Asset Purchase Facility,high,435.0B,435.0B,-1
5/10/2018,7:30,USD,CPI (m/m),high,0.30%,-0.10%,1
5/10/2018,7:30,USD,Core CPI (m/m),high,0.20%,0.20%,1
5/11/2018,9:00,USD,UoM Consumer Sentiment Index,high,98.3,98.8,1
5/15/2018,4:00,EUR,GDP (SA) (q/q),high,0.40%,0.40%,1
5/15/2018,4:00,EUR,GDP (SA) (y/y),high,2.50%,2.50%,1
5/15/2018,4:00,EUR,ZEW (Economic Sentiment),high,0,1.9,0
5/15/2018,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.50%,0.4%*,1
5/15/2018,7:30,USD,Retail Sales (m/m),high,0.30%,0.8%*,1
5/23/2018,3:30,GBP,CPI (m/m),high,0.50%,0.10%,1
5/23/2018,3:30,GBP,CPI (y/y),high,2.50%,2.50%,1
5/24/2018,3:30,GBP,Core Retail Sales (m/m),high,0.50%,-0.50%,1
5/24/2018,3:30,GBP,Retail Sales (m/m),high,0.90%,-1.1%*,1
5/24/2018,3:30,GBP,Core Retail Sales (y/y),high,0.20%,1.3%*,1
5/24/2018,3:30,GBP,Retail Sales (y/y),high,0.30%,1.3%*,1
5/25/2018,3:00,EUR,German IFO Expectations,high,98.5,98.7,1
5/25/2018,3:00,EUR,German IFO Current Conditions,high,105.5,105.7,1
5/25/2018,3:00,EUR,German IFO Business Climate,high,102,102.1,1
5/25/2018,3:30,GBP,GDP (q/q),high,0.10%,0.10%,1
5/25/2018,3:30,GBP,GDP (y/y),high,1.20%,1.20%,1
5/25/2018,9:00,USD,UoM Consumer Sentiment Index,high,98.8,98.8,1
5/29/2018,9:00,USD,Consumer Confidence,high,128,125.6*,1
5/30/2018,7:15,USD,ADP National Employment Report,high,190.0k,163.0k*,1
6/1/2018,7:30,USD,Unemployment Rate,high,3.90%,3.90%,-1
6/1/2018,7:30,USD,Average Hourly Earnings (m/m),high,0.20%,0.10%,1
6/1/2018,7:30,USD,Nonfarm Payrolls,high,190.0k,159.0k*,1
6/1/2018,7:30,USD,Private Payrolls,high,190.0k,162.0k*,1
6/1/2018,9:00,USD,ISM Manufacturing,high,58.2,57.3,1
6/5/2018,9:00,USD,ISM Non-Manufacturing,high,58,56.8,1
6/7/2018,4:00,EUR,GDP (SA) (q/q),high,0.40%,0.40%,1
6/7/2018,4:00,EUR,GDP (SA) (y/y),high,2.50%,2.50%,1
6/11/2018,3:30,GBP,Manufacturing Production (y/y),high,0,2.90%,0
6/12/2018,4:00,EUR,ZEW (Economic Sentiment),high,0,2.4,0
6/12/2018,7:30,USD,CPI (m/m),high,0.20%,0.20%,1
6/12/2018,7:30,USD,Core CPI (m/m),high,0.20%,0.10%,1
6/13/2018,3:30,GBP,CPI (m/m),high,0.40%,0.40%,1
6/13/2018,3:30,GBP,CPI (y/y),high,2.40%,2.40%,1
6/13/2018,7:30,USD,PPI (m/m),high,0.30%,0.10%,1
6/13/2018,13:00,USD,Federal Funds Rate,high,2.00%,1.75%,-1
6/14/2018,3:30,GBP,Core Retail Sales (m/m),high,0.30%,1.4%*,1
6/14/2018,3:30,GBP,Retail Sales (m/m),high,0.50%,1.8%*,1
6/14/2018,3:30,GBP,Core Retail Sales (y/y),high,2.50%,1.4%*,1
6/14/2018,3:30,GBP,Retail Sales (y/y),high,2.40%,1.40%,1
6/14/2018,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.50%,0.4%*,1
6/14/2018,7:30,USD,Retail Sales (m/m),high,0.40%,0.4%*,1
6/15/2018,9:00,USD,UoM Consumer Sentiment Index,high,98.5,98,1
6/21/2018,6:00,GBP,BoE Bank Rate,high,0.50%,0.50%,-1
6/21/2018,6:00,GBP,Asset Purchase Facility,high,435.0B,435.0B,-1
6/25/2018,3:00,EUR,German IFO Business Climate,high,101.8,102.3*,1
6/25/2018,3:00,EUR,German IFO Expectations,high,98,98.6*,1
6/25/2018,3:00,EUR,German IFO Current Conditions,high,105.7,106.1*,1
6/26/2018,9:00,USD,Consumer Confidence,high,128,128.8*,1
6/29/2018,3:30,GBP,GDP (q/q),high,0.10%,0.10%,1
6/29/2018,3:30,GBP,GDP (y/y),high,1.20%,1.20%,1
6/29/2018,9:00,USD,UoM Consumer Sentiment Index,high,99,99.3,1
7/2/2018,9:00,USD,ISM Manufacturing,high,58.5,58.7,1
7/5/2018,7:15,USD,ADP National Employment Report,high,190.0k,178.0k,1
7/5/2018,9:00,USD,ISM Non-Manufacturing,high,58.3,58.6,1
7/6/2018,7:30,USD,Unemployment Rate,high,3.80%,3.80%,-1
7/6/2018,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.30%,1
7/6/2018,7:30,USD,Nonfarm Payrolls,high,195.0k,244.0k*,1
7/6/2018,7:30,USD,Private Payrolls,high,190.0k,239.0k*,1
7/10/2018,3:30,GBP,Manufacturing Production (y/y),high,1.90%,1.40%,1
7/10/2018,4:00,EUR,ZEW (Economic Sentiment),high,0,-12.6*,0
7/11/2018,7:30,USD,PPI (m/m),high,0.20%,0.50%,1
7/12/2018,7:30,USD,Core CPI (m/m),high,0.20%,0.20%,1
7/12/2018,7:30,USD,CPI (m/m),high,0.20%,0.20%,1
7/13/2018,9:00,USD,UoM Consumer Sentiment Index,high,98,98.2,1
7/16/2018,7:30,USD,Retail Sales (m/m),high,0.50%,1.3%*,1
7/16/2018,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.30%,1.3%*,1
7/18/2018,3:30,GBP,CPI (m/m),high,0.20%,0.40%,1
7/18/2018,3:30,GBP,CPI (y/y),high,2.60%,2.40%,1
7/19/2018,3:30,GBP,Core Retail Sales (m/m),high,0.10%,1.4%*,1
7/19/2018,3:30,GBP,Retail Sales (m/m),high,0.20%,1.4%*,1
7/19/2018,3:30,GBP,Core Retail Sales (y/y),high,3.70%,4.5%*,1
7/19/2018,3:30,GBP,Retail Sales (y/y),high,3.50%,4.1%*,1
7/25/2018,3:00,EUR,German IFO Expectations,high,98.3,98.6,1
7/25/2018,3:00,EUR,German IFO Current Conditions,high,104.9,105.1,1
7/25/2018,3:00,EUR,German IFO Business Climate,high,101.5,101.8,1
7/26/2018,3:30,GBP,GDP (q/q),high,0,0.20%,0
7/26/2018,3:30,GBP,GDP (y/y),high,0,1.20%,0
7/27/2018,9:00,USD,UoM Consumer Sentiment Index,high,97.1,97.1,1
7/31/2018,4:00,EUR,GDP (SA) (q/q),high,0.40%,0.40%,1
7/31/2018,4:00,EUR,GDP (SA) (y/y),high,2.20%,2.50%,1
7/31/2018,9:00,USD,Consumer Confidence,high,126,127.1*,1
8/1/2018,7:15,USD,ADP National Employment Report,high,186.0k,181.0k*,1
8/1/2018,13:00,USD,Federal Funds Rate,high,2.00%,2.00%,-1
8/2/2018,6:00,GBP,BoE Bank Rate,high,0.75%,0.50%,-1
8/2/2018,6:00,GBP,Asset Purchase Facility,high,435.0B,435.0B,-1
8/3/2018,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.1%*,1
8/3/2018,7:30,USD,Nonfarm Payrolls,high,193.0k,248.0k*,1
8/3/2018,7:30,USD,Private Payrolls,high,190.0k,234.0k*,1
8/3/2018,7:30,USD,Unemployment Rate,high,3.90%,4.00%,-1
8/3/2018,9:00,USD,ISM Non-Manufacturing,high,58.6,59.1,1
8/9/2018,7:30,USD,PPI (m/m),high,0.20%,0.30%,1
8/10/2018,3:30,GBP,Manufacturing Production (y/y),high,1.00%,1.10%,1
8/10/2018,7:30,USD,CPI (m/m),high,0.20%,0.10%,1
8/10/2018,7:30,USD,Core CPI (m/m),high,0.20%,0.20%,1
8/14/2018,4:00,EUR,GDP (SA) (q/q),high,0.30%,0.30%,1
8/14/2018,4:00,EUR,GDP (SA) (y/y),high,2.10%,2.10%,1
8/14/2018,4:00,EUR,ZEW (Economic Sentiment),high,0,-18.7,0
8/15/2018,3:30,GBP,CPI (m/m),high,0.00%,0.00%,1
8/15/2018,3:30,GBP,CPI (y/y),high,2.50%,2.40%,1
8/15/2018,7:30,USD,Retail Sales (m/m),high,0.10%,0.2%*,1
8/15/2018,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.30%,0.2%*,1
8/16/2018,3:30,GBP,Core Retail Sales (m/m),high,0.00%,-0.60%,1
8/16/2018,3:30,GBP,Retail Sales (m/m),high,0.20%,-0.50%,1
8/16/2018,3:30,GBP,Retail Sales (y/y),high,2.90%,2.90%,1
8/16/2018,3:30,GBP,Core Retail Sales (y/y),high,2.80%,3.00%,1
8/17/2018,9:00,USD,UoM Consumer Sentiment Index,high,98,97.9,1
8/27/2018,3:00,EUR,German IFO Business Climate,high,101.8,101.7,1
8/27/2018,3:00,EUR,German IFO Expectations,high,98.5,98.2,1
8/27/2018,3:00,EUR,German IFO Current Conditions,high,105.3,105.4*,1
8/28/2018,9:00,USD,Consumer Confidence,high,126.5,127.9*,1
8/31/2018,9:00,USD,UoM Consumer Sentiment Index,high,95.5,95.3,1
9/6/2018,7:15,USD,ADP National Employment Report,high,200.0k,217.0k*,1
9/6/2018,9:00,USD,ISM Non-Manufacturing,high,56.8,55.7,1
9/7/2018,4:00,EUR,GDP (SA) (y/y),high,2.20%,2.20%,1
9/7/2018,4:00,EUR,GDP (SA) (q/q),high,0.40%,0.40%,1
9/7/2018,7:30,USD,Average Hourly Earnings (m/m),high,0.20%,0.30%,1
9/7/2018,7:30,USD,Nonfarm Payrolls,high,191.0k,147.0k*,1
9/7/2018,7:30,USD,Private Payrolls,high,194.0k,153.0k*,1
9/7/2018,7:30,USD,Unemployment Rate,high,3.80%,3.90%,-1
9/9/2018,18:50,JPY,GDP,high,0.70%,0.50%,1
9/10/2018,3:30,GBP,Manufacturing Production (y/y),high,1.30%,1.50%,1
9/11/2018,4:00,EUR,ZEW (Economic Sentiment),high,0,-11.1,0
9/12/2018,7:30,USD,PPI (m/m),high,0.20%,0.00%,1
9/13/2018,6:00,GBP,BoE Bank Rate,high,0.75%,0.75%,-1
9/13/2018,6:00,GBP,Asset Purchase Facility,high,435.0B,435.0B,-1
9/13/2018,7:30,USD,Core CPI (m/m),high,0.20%,0.20%,1
9/13/2018,7:30,USD,CPI (m/m),high,0.30%,0.20%,1
9/14/2018,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.50%,0.9%*,1
9/14/2018,7:30,USD,Retail Sales (m/m),high,0.40%,0.7%*,1
9/14/2018,9:00,USD,UoM Consumer Sentiment Index,high,96.6,96.2,1
9/19/2018,3:30,GBP,CPI (m/m),high,0.50%,0.00%,1
9/19/2018,3:30,GBP,CPI (y/y),high,2.40%,2.50%,1
9/20/2018,3:30,GBP,Core Retail Sales (m/m),high,-0.20%,1.1%*,1
9/20/2018,3:30,GBP,Retail Sales (m/m),high,-0.20%,0.9%*,1
9/20/2018,3:30,GBP,Retail Sales (y/y),high,2.30%,3.8%*,1
9/20/2018,3:30,GBP,Core Retail Sales (y/y),high,2.40%,4.0%*,1
9/24/2018,3:00,EUR,German IFO Expectations,high,100.2,101.2,1
9/24/2018,3:00,EUR,German IFO Current Conditions,high,106.2,106.4,1
9/24/2018,3:00,EUR,German IFO Business Climate,high,103.6,103.8,1
9/25/2018,9:00,USD,Consumer Confidence,high,132,134.7*,1
9/28/2018,9:00,USD,UoM Consumer Sentiment Index,high,100.6,100.8,1
10/2/2018,11:45,USD,Fed's Powell Speaks in Boston,high,0,0,0
10/3/2018,7:15,USD,ADP National Employment Report,high,184.0k,168.0k*,1
10/3/2018,9:00,USD,ISM Non-Manufacturing,high,58,58.5,1
10/3/2018,16:00,USD,Fed's Powell Speaks in Washington D.C.,high,0,0,0
10/5/2018,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.3%*,1
10/5/2018,7:30,USD,Nonfarm Payrolls,high,185.0k,270.0k*,1
10/5/2018,7:30,USD,Private Payrolls,high,180.0k,254.0k*,1
10/5/2018,7:30,USD,Unemployment Rate,high,3.80%,3.90%,-1
10/10/2018,3:30,GBP,Manufacturing Production (y/y),high,1.10%,1.4%*,1
10/10/2018,7:30,USD,PPI (m/m),high,0.20%,-0.10%,1
10/11/2018,7:30,USD,Core CPI (m/m),high,0.20%,0.10%,1
10/11/2018,7:30,USD,CPI (m/m),high,0.20%,0.20%,1
10/12/2018,9:00,USD,UoM Consumer Sentiment Index,high,100.8,100.1,1
10/15/2018,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.50%,0.2%*,1
10/15/2018,7:30,USD,Retail Sales (m/m),high,0.60%,0.10%,1
10/16/2018,4:00,EUR,ZEW (Economic Sentiment),high,-9.1,-7.2,1
10/17/2018,3:30,GBP,CPI (m/m),high,0.50%,0.70%,1
10/17/2018,3:30,GBP,CPI (y/y),high,2.80%,2.70%,1
10/17/2018,13:00,USD,FOMC Minutes,high,0,0,0
10/18/2018,3:30,GBP,Retail Sales (m/m),high,-0.40%,0.4%*,1
10/18/2018,3:30,GBP,Core Retail Sales (m/m),high,-0.40%,0.5%*,1
10/18/2018,3:30,GBP,Retail Sales (y/y),high,3.60%,3.4%*,1
10/18/2018,3:30,GBP,Core Retail Sales (y/y),high,3.80%,3.6%*,1
10/19/2018,1:30,JPY,BoJ's Kuroda Speaks in Tokyo,high,0,0,0
10/19/2018,10:30,GBP,BoE's Carney Speaks in New York,high,0,0,0
10/24/2018,2:30,EUR,German Composite PMI,high,54.8,55,1
10/25/2018,3:00,EUR,German IFO Current Conditions,high,106,106.4,1
10/25/2018,3:00,EUR,German IFO Business Climate,high,103.2,103.7,1
10/25/2018,3:00,EUR,German IFO Expectations,high,100.4,101,1
10/25/2018,6:45,EUR,ECB Main Refinancing Rate,high,0.00%,0.00%,-1
10/25/2018,6:45,EUR,ECB Deposit Rate,high,-0.40%,-0.40%,-1
10/25/2018,7:30,EUR,ECB's Draghi Press Conference Post Rate Decision,high,0,0,0
10/26/2018,9:00,USD,UoM Consumer Sentiment Index,high,99,99,1
10/26/2018,9:00,EUR,ECB's Draghi Speaks in Brussels,high,0,0,0
10/29/2018,All Day,GBP,Chancellor Philip Hammond Delivers Autumn Budget Statement,high,0,0,0
10/30/2018,4:00,EUR,GDP (SA) (y/y),high,1.80%,2.10%,1
10/30/2018,4:00,EUR,GDP (SA) (q/q),high,0.40%,0.40%,1
10/30/2018,9:00,USD,Consumer Confidence,high,135.9,135.3*,1
10/30/2018,18:00,JPY,BoJ MPC - Overnight Rate,high,0,-0.10%,0
10/31/2018,All Day,JPY,BoJ Monetary Policy Meeting,high,0,0,0
10/31/2018,7:15,USD,ADP National Employment Report,high,187.0k,218.0k*,1
11/1/2018,All Day,GBP,BoE Inflation Report Publication,high,0,0,0
11/1/2018,7:00,GBP,BoE Bank Rate,high,0.75%,0.75%,-1
11/1/2018,7:00,GBP,Asset Purchase Facility,high,435.0B,435.0B,-1
11/1/2018,7:00,GBP,BoE Rate Decision and Minutes of Meeting,high,0,0,0
11/1/2018,7:30,GBP,BoE's Carney Speaks in London,high,0,0,0
11/2/2018,7:30,USD,Unemployment Rate,high,3.70%,3.70%,-1
11/2/2018,7:30,USD,Average Hourly Earnings (m/m),high,0.20%,0.30%,1
11/2/2018,7:30,USD,Nonfarm Payrolls,high,200.0k,118.0k*,1
11/2/2018,7:30,USD,Private Payrolls,high,195.0k,121.0k,1
11/5/2018,9:00,USD,ISM Non-Manufacturing,high,59.1,61.6,1
11/6/2018,All Day,USD,Mid-Term Elections,high,0,0,0
11/8/2018,12:00,USD,Federal Funds Rate,high,2.25%,2.25%,-1
11/8/2018,13:00,USD,FOMC Interest Rate Decision,high,0,0,0
11/9/2018,3:30,GBP,GDP (m/m),high,0.10%,0.00%,1
11/9/2018,3:30,GBP,Manufacturing Production (y/y),high,0.40%,1.30%,1
11/9/2018,3:30,GBP,GDP (q/q),high,0.60%,0.40%,1
11/9/2018,7:30,USD,PPI (m/m),high,0.20%,0.20%,1
11/9/2018,9:00,USD,UoM Consumer Sentiment Index,high,98,98.6,1
11/13/2018,4:00,EUR,ZEW (Economic Sentiment),high,0,-19.4,0
11/13/2018,17:50,JPY,GDP,high,-0.30%,0.70%,1
11/14/2018,3:30,GBP,CPI (m/m),high,0.20%,0.10%,1
11/14/2018,3:30,GBP,CPI (y/y),high,2.50%,2.40%,1
11/14/2018,4:00,EUR,GDP (SA) (q/q),high,0.20%,0.20%,1
11/14/2018,4:00,EUR,GDP (SA) (y/y),high,1.70%,1.70%,1
11/14/2018,7:30,USD,Core CPI (m/m),high,0.20%,0.1%*,1
11/14/2018,7:30,USD,CPI (m/m),high,0.30%,0.1%*,1
11/14/2018,17:00,USD,Fed's Powell Speaks in Dallas,high,0,0,0
11/15/2018,3:30,GBP,Retail Sales (m/m),high,0.20%,-0.80%,1
11/15/2018,3:30,GBP,Core Retail Sales (m/m),high,0.20%,-0.80%,1
11/15/2018,3:30,GBP,Retail Sales (y/y),high,2.80%,3.00%,1
11/15/2018,3:30,GBP,Core Retail Sales (y/y),high,3.40%,3.20%,1
11/15/2018,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.50%,-0.10%,1
11/15/2018,7:30,USD,Retail Sales (m/m),high,0.50%,-0.1%*,1
11/15/2018,10:30,USD,Fed's Powell Speaks in Houston,high,0,0,0
11/21/2018,9:00,USD,UoM Consumer Sentiment Index,high,98.3,98.3,1
11/22/2018,All Day,USD,Market Holiday - Thanksgiving,high,0,0,0
11/22/2018,6:30,EUR,ECB Publishes Account of Policy Meeting,high,0,0,0
11/23/2018,1:30,EUR,German Composite PMI,high,53.1,53.4,1
11/26/2018,3:00,EUR,German IFO Current Conditions,high,105.2,105.9,1
11/26/2018,3:00,EUR,German IFO Business Climate,high,102.2,102.8,1
11/26/2018,3:00,EUR,German IFO Expectations,high,99.2,99.8,1
11/26/2018,8:00,EUR,ECB's Draghi Speaks in Brussels,high,0,0,0
11/26/2018,12:30,GBP,BoE's Carney and Former Fed Chair Greenspan Speak in London,high,0,0,0
11/27/2018,9:00,USD,Consumer Confidence,high,135.9,137.9,1
11/28/2018,1:30,GBP,BoE's Carney FSR Press Conference in London,high,0,0,0
11/28/2018,11:00,USD,Fed's Powell Speaks in New York,high,0,0,0
11/29/2018,2:00,EUR,ECB's Draghi Speaks in Frankfurt,high,0,0,0
11/29/2018,5:30,EUR,ECB Publishes Financial Stability Review,high,0,0,0
11/29/2018,13:00,USD,FOMC Minutes,high,0,0,0
12/4/2018,3:00,GBP,BoE's Carney Speaks in Parliament,high,0,0,0
12/5/2018,1:00,GBP,BoE Financial Stability Report,high,0,0,0
12/5/2018,1:30,EUR,German Composite PMI,high,52.2,52.2,1
12/5/2018,2:30,EUR,ECB's Draghi Speaks in Frankfurt,high,0,0,0
12/6/2018,7:15,USD,ADP National Employment Report,high,195.0k,225.0k*,1
12/6/2018,9:00,USD,ISM Non-Manufacturing,high,59,60.3,1
12/7/2018,4:00,EUR,GDP (SA) (q/q),high,0.20%,0.20%,1
12/7/2018,4:00,EUR,GDP (SA) (y/y),high,1.70%,1.70%,1
12/7/2018,7:30,USD,Unemployment Rate,high,3.70%,3.70%,-1
12/7/2018,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.1%*,1
12/7/2018,7:30,USD,Nonfarm Payrolls,high,198.0k,237.0k*,1
12/7/2018,7:30,USD,Private Payrolls,high,198.0k,251.0k*,1
12/7/2018,9:00,USD,UoM Consumer Sentiment Index,high,97,97.5,1
12/9/2018,17:50,JPY,GDP,high,-0.50%,-0.30%,1
12/10/2018,3:30,GBP,GDP (m/m),high,0.10%,0.00%,1
12/11/2018,3:30,GBP,Manufacturing Production (y/y),high,-0.10%,0.50%,1
12/11/2018,4:00,EUR,ZEW (Economic Sentiment),high,0,-22,0
12/11/2018,7:30,USD,PPI (m/m),high,0.00%,0.60%,1
12/12/2018,7:30,USD,Core CPI (m/m),high,0.20%,0.20%,1
12/12/2018,7:30,USD,CPI (m/m),high,0.00%,0.30%,1
12/13/2018,All Day,EUR,ECB Monetary Policy Meeting in Frankfurt,high,0,0,0
12/13/2018,5:45,EUR,ECB Main Refinancing Rate,high,0.00%,0.00%,-1
12/13/2018,5:45,EUR,ECB Deposit Rate,high,-0.40%,-0.40%,-1
12/13/2018,6:45,EUR,ECB's Draghi and de Guindos Press Conference Post Rate Decision,high,0,0,0
12/14/2018,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.20%,1.0%*,1
12/14/2018,7:30,USD,Retail Sales (m/m),high,0.10%,1.1%*,1
12/18/2018,3:00,EUR,German IFO Current Conditions,high,104.9,105.4,1
12/18/2018,3:00,EUR,German IFO Business Climate,high,101.8,102,1
12/18/2018,3:00,EUR,German IFO Expectations,high,98.3,98.7,1
12/19/2018,3:30,GBP,CPI (m/m),high,0.20%,0.10%,1
12/19/2018,3:30,GBP,CPI (y/y),high,2.30%,2.40%,1
12/19/2018,12:00,USD,Federal Funds Rate,high,2.50%,2.25%,-1
12/19/2018,13:00,USD,FOMC Interest Rate Decision,high,0,0,0
12/19/2018,13:30,USD,Fed's Powell Holds Press Conference,high,0,0,0
12/19/2018,20:30,JPY,BoJ Governor Kuroda Speaks in Tokyo,high,0,0,0
12/20/2018,All Day,JPY,BoJ Monetary Policy Meeting,high,0,0,0
12/20/2018,3:30,GBP,Retail Sales (m/m),high,0.30%,-0.50%,1
12/20/2018,3:30,GBP,Core Retail Sales (m/m),high,0.20%,-0.40%,1
12/20/2018,3:30,GBP,Core Retail Sales (y/y),high,2.40%,2.70%,1
12/20/2018,3:30,GBP,Retail Sales (y/y),high,2.00%,2.20%,1
12/20/2018,5:00,GBP,Official Bank Rate,high,0.75%,0.75%,-1
12/20/2018,5:00,GBP,Asset Purchase Facility,high,435.0B,435.0B,-1
12/20/2018,6:00,GBP,BoE Summary of Opinions and Minutes of MPC,high,0,0,0
12/21/2018,3:30,GBP,GDP (q/q),high,0.60%,0.60%,1
12/21/2018,9:00,USD,UoM Consumer Sentiment Index,high,97.5,97.5,1
12/25/2018,17:50,JPY,BoJ Minutes,high,0,0,0
12/26/2018,All Day,JPY,BoJ's Kuroda Speaks in Tokyo,high,0,0,0
12/27/2018,9:00,USD,Consumer Confidence,high,133.6,136.4*,1
1/3/2019,7:15,USD,ADP National Employment Report,high,0,157.0k*,0
1/3/2019,9:00,USD,ISM Manufacturing,high,58.2,59.3,1
1/4/2019,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.20%,1
1/4/2019,7:30,USD,Nonfarm Payrolls,high,180.0k,176.0k*,1
1/4/2019,7:30,USD,Private Payrolls,high,185.0k,173.0k*,1
1/4/2019,7:30,USD,Unemployment Rate,high,3.70%,3.70%,-1
1/4/2019,9:15,USD,Fed's Powell Speaks in Atlanta,high,0,0,0
1/7/2019,9:00,USD,ISM Non-Manufacturing,high,58.5,60.7,1
1/9/2019,13:00,USD,FOMC Minutes,high,0,0,0
1/11/2019,3:30,GBP,Manufacturing Production (m/m),high,0.40%,-0.6%*,1
1/11/2019,3:30,GBP,Manufacturing Production (y/y),high,-0.70%,-1.00%,1
1/11/2019,3:30,GBP,GDP (m/m),high,0.10%,0.10%,1
1/11/2019,7:30,USD,CPI (m/m),high,-0.10%,0.00%,1
1/11/2019,7:30,USD,Core CPI (m/m),high,0.20%,0.20%,1
1/15/2019,7:30,USD,PPI (m/m),high,-0.10%,0.10%,1
1/16/2019,3:15,GBP,BoE's Carney testifies on Financial Stability Report,high,0,0,0
1/16/2019,3:30,GBP,CPI (m/m),high,0.20%,0.20%,1
1/16/2019,3:30,GBP,CPI (y/y),high,2.10%,2.30%,1
1/17/2019,9:00,GBP,BoE's Carney and Woods speak in London,high,0,0,0
1/18/2019,3:30,GBP,Retail Sales (m/m),high,-0.80%,1.3%*,1
1/18/2019,3:30,GBP,Core Retail Sales (m/m),high,-0.80%,1.0%*,1
1/18/2019,3:30,GBP,Core Retail Sales (y/y),high,3.80%,3.5%*,1
1/18/2019,3:30,GBP,Retail Sales (y/y),high,3.60%,3.4%*,1
1/18/2019,9:00,USD,UoM Consumer Sentiment Index,high,96.8,98.3,1
1/21/2019,All Day,USD,Market Holiday - Martin L. King Day,high,0,0,0
1/22/2019,4:00,EUR,ZEW (Economic Sentiment),high,0,-21,0
1/22/2019,20:30,JPY,BoJ's Kuroda Press Conference,high,0,0,0
1/23/2019,All Day,JPY,BoJ Monetary Policy Meeting,high,0,0,0
1/24/2019,All Day,EUR,ECB Monetary Policy Meeting in Frankfurt,high,0,0,0
1/24/2019,All Day,EUR,ECB's Draghi Press Conference,high,0,0,0
1/24/2019,4:00,GBP,"BoE's Carney speaks in Davos, Switzerland",high,0,0,0
1/24/2019,5:45,EUR,ECB Interest Rate Decision,high,0.00%,0.00%,-1
1/24/2019,5:45,EUR,ECB Deposit Rate,high,-0.40%,-0.40%,-1
1/24/2019,9:30,GBP,"BoE's Carney speaks in Davos, Switzerland",high,0,0,0
1/25/2019,3:00,EUR,German IFO Business Climate,high,100.7,101,1
1/25/2019,3:00,EUR,German IFO Expectations,high,97.1,97.3,1
1/25/2019,3:00,EUR,German IFO Current Conditions,high,104.2,104.7,1
1/27/2019,17:50,JPY,BoJ Minutes,high,0,0,0
1/28/2019,8:30,GBP,"BoE's Carney, Broadbent, Ramsden, Place and Woods Speak",high,0,0,0
1/29/2019,9:00,USD,Consumer Confidence,high,124,126.6*,1
1/30/2019,7:15,USD,ADP National Employment Report,high,181.0k,263.0k*,1
1/30/2019,13:00,USD,Federal Funds Rate,high,2.50%,2.50%,-1
1/30/2019,13:00,USD,FOMC Interest Rate Decision,high,0,0,0
1/30/2019,17:50,JPY,BoJ Summary of Opinions,high,0,0,0
2/1/2019,7:30,USD,Nonfarm Payrolls,high,165.0k,222.0k*,1
2/1/2019,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.40%,1
2/1/2019,9:00,USD,ISM Manufacturing,high,54,54.3*,1
2/1/2019,9:00,USD,UoM Consumer Sentiment Index,high,90.7,90.7,1
2/5/2019,9:00,USD,ISM Non-Manufacturing,high,57.1,58.0*,1
2/7/2019,6:00,GBP,Official Bank Rate,high,0.75%,0.75%,-1
2/7/2019,6:00,GBP,Asset Purchase Facility,high,435.0B,435.0B,-1
2/11/2019,3:30,GBP,GDP (m/m),high,0.00%,0.20%,1
2/11/2019,3:30,GBP,Manufacturing Production (m/m),high,0.20%,-0.1%*,1
2/11/2019,3:30,GBP,Manufacturing Production (y/y),high,-1.10%,-1.2%*,1
2/11/2019,3:30,GBP,GDP (q/q),high,0.30%,0.60%,1
2/13/2019,All Day,GBP,PM Theresa May to update House of Commons on Brexit,high,0,0,0
